学号,学院,教学班,姓名,手机号,楼群,楼号,楼层,宿舍号,性别,是否有车
116002020180,地理科学学院,20地理信息科学,任超,18247238529,桃苑,4,1,123,男,有
116002020086,地理科学学院,20地理信息科学,石淑英,15149182556,桃苑,4,1,123,男,没有
116102020011,地理科学学院,21地理信息科学,陈桂芝,18855149728,桃苑,4,1,124,男,有
116102020165,地理科学学院,21地理信息科学,屈桂香,15257340753,桃苑,4,1,124,男,没有
116102020146,地理科学学院,21地理信息科学,聂丽丽,15169869852,桃苑,4,1,124,男,没有
116102020089,地理科学学院,21地理信息科学,黄洁,15883326193,桃苑,4,1,124,男,没有
116052019146,地理科学学院,2022级地理科学(师范)1班,翟桂芳,13824067836,桃苑,4,2,201,男,没有
116052019194,地理科学学院,2022级地理科学(师范)1班,周淑英,15203882264,桃苑,4,2,201,男,没有
116052019151,地理科学学院,2022级地理科学(师范)1班,吕淑兰,15381133695,桃苑,4,2,201,男,没有
116052019062,地理科学学院,2022级地理科学(师范)1班,刘桂芳,13239794218,桃苑,4,2,201,男,没有
116042019074,地理科学学院,20地理科学(师范)1班,张金凤,15729128750,桃苑,4,2,202,男,没有
116042019199,地理科学学院,20地理科学(师范)1班,管波,15225227467,桃苑,4,2,202,男,有
116042019191,地理科学学院,20地理科学(师范)1班,牛金凤,13951564295,桃苑,4,2,202,男,没有
116042019168,地理科学学院,20地理科学(师范)1班,周丽,14596905301,桃苑,4,2,202,男,有
116012019065,地理科学学院,21地理科学(师范)2班,陈彬,13476393482,桃苑,4,2,203,男,有
116012019027,地理科学学院,21地理科学(师范)2班,顾鑫,18585515513,桃苑,4,2,203,男,没有
116012019056,地理科学学院,21地理科学(师范)2班,周柳,13668731484,桃苑,4,2,203,男,有
116012019164,地理科学学院,21地理科学(师范)2班,黄利,18948232288,桃苑,4,2,203,男,有
116032019052,地理科学学院,2022级地理科学类2班,张红,18095992683,桃苑,4,2,204,男,有
116032019057,地理科学学院,2022级地理科学类2班,纪桂荣,13243417607,桃苑,4,2,204,男,没有
116032019017,地理科学学院,2022级地理科学类2班,陈健,18773353501,桃苑,4,2,204,男,有
116032019146,地理科学学院,2022级地理科学类2班,徐秀芳,13177175149,桃苑,4,2,204,男,有
116012019053,地理科学学院,20地理科学(师范)1班,黄婷,14549210326,桃苑,4,2,205,男,没有
116012019163,地理科学学院,20地理科学(师范)1班,李晨,14761795393,桃苑,4,2,205,男,有
116012019129,地理科学学院,20地理科学(师范)1班,龙梅,15274334836,桃苑,4,2,205,男,有
116012019155,地理科学学院,20地理科学(师范)1班,韩兰英,15509266787,桃苑,4,2,205,男,没有
116102019170,地理科学学院,20地理信息科学,韩志强,13696959545,桃苑,4,2,206,男,有
116102019099,地理科学学院,20地理信息科学,陈楠,13874192443,桃苑,4,2,206,男,有
116102019057,地理科学学院,20地理信息科学,何玉,13864272010,桃苑,4,2,206,男,有
116102019181,地理科学学院,20地理信息科学,吕坤,13778815475,桃苑,4,2,206,男,有
116022019109,地理科学学院,21人文地理与城乡规划,李峰,18160299028,桃苑,4,2,207,男,没有
116022019093,地理科学学院,21人文地理与城乡规划,李玲,13610630586,桃苑,4,2,207,男,没有
116022019048,地理科学学院,21人文地理与城乡规划,胡帅,15822366021,桃苑,4,2,207,男,没有
116022019034,地理科学学院,21人文地理与城乡规划,高桂香,15838346793,桃苑,4,2,207,男,有
116092019115,地理科学学院,20地理科学(师范)2班,何帅,13268595125,桃苑,4,2,208,男,没有
116092019121,地理科学学院,20地理科学(师范)2班,高柳,15725876510,桃苑,4,2,208,男,没有
116092019002,地理科学学院,20地理科学(师范)2班,张璐,18625005902,桃苑,4,2,208,男,有
116092019080,地理科学学院,20地理科学(师范)2班,张佳,13574098165,桃苑,4,2,208,男,没有
116102019065,地理科学学院,20自然地理与资源环境,林志强,18254669342,桃苑,4,2,209,男,没有
116102019108,地理科学学院,20自然地理与资源环境,王雪梅,18658125291,桃苑,4,2,209,男,有
116102019129,地理科学学院,20自然地理与资源环境,郜东,18291999935,桃苑,4,2,209,男,有
116102019092,地理科学学院,20自然地理与资源环境,张志强,15574000568,桃苑,4,2,209,男,有
116052019040,地理科学学院,20地理科学(师范)1班,易晶,15951648734,桃苑,4,2,210,男,没有
116052019057,地理科学学院,20地理科学(师范)1班,刘凤兰,13121437748,桃苑,4,2,210,男,有
116052019059,地理科学学院,20地理科学(师范)1班,马伟,13414335065,桃苑,4,2,210,男,没有
116052019113,地理科学学院,20地理科学(师范)1班,贺建华,15773432533,桃苑,4,2,210,男,没有
116032019194,地理科学学院,21生态学,张玉珍,18606980066,桃苑,4,2,211,男,有
116032019056,地理科学学院,21生态学,李燕,18134211081,桃苑,4,2,211,男,有
116032019019,地理科学学院,21生态学,何云,13253805778,桃苑,4,2,211,男,有
116032019135,地理科学学院,21生态学,桑健,15111624754,桃苑,4,2,211,男,有
116082019056,地理科学学院,20地理科学(师范)2班,连明,15164690631,桃苑,4,2,212,男,有
116082019098,地理科学学院,20地理科学(师范)2班,关波,13641643247,桃苑,4,2,212,男,有
116082019108,地理科学学院,20地理科学(师范)2班,胡桂芝,15251183877,桃苑,4,2,212,男,没有
116082019124,地理科学学院,20地理科学(师范)2班,刘峰,13399501627,桃苑,4,2,212,男,没有
116072019107,地理科学学院,21地理科学(师范)1班,王玉华,15744087652,桃苑,4,2,213,男,有
116072019131,地理科学学院,21地理科学(师范)1班,陈洁,13608360852,桃苑,4,2,213,男,没有
116072019168,地理科学学院,21地理科学(师范)1班,李芳,14772321527,桃苑,4,2,213,男,没有
116072019069,地理科学学院,21地理科学(师范)1班,徐琳,15900685052,桃苑,4,2,213,男,有
116092019035,地理科学学院,2022级生态学,夏帅,15145947578,桃苑,4,2,214,男,有
116092019095,地理科学学院,2022级生态学,徐杨,15519183691,桃苑,4,2,214,男,没有
116092019052,地理科学学院,2022级生态学,孙秀荣,15080947162,桃苑,4,2,214,男,没有
116092019136,地理科学学院,2022级生态学,周桂香,15234965185,桃苑,4,2,214,男,有
116012019002,地理科学学院,21人文地理与城乡规划,李志强,14517281541,桃苑,4,2,215,男,有
116012019038,地理科学学院,21人文地理与城乡规划,刘建平,15377794666,桃苑,4,2,215,男,有
116012019170,地理科学学院,21人文地理与城乡规划,程晨,13517164438,桃苑,4,2,215,男,没有
116012019079,地理科学学院,21人文地理与城乡规划,叶秀兰,15067354753,桃苑,4,2,215,男,没有
116012019160,地理科学学院,20人文地理与城乡规划,周娟,18097196978,桃苑,4,2,216,男,没有
116012019014,地理科学学院,20人文地理与城乡规划,江帆,13819138079,桃苑,4,2,216,男,有
116012019174,地理科学学院,20人文地理与城乡规划,胡宇,14509256307,桃苑,4,2,216,男,有
116012019140,地理科学学院,20人文地理与城乡规划,舒婷婷,15601413493,桃苑,4,2,216,男,有
116032019078,地理科学学院,20生态学,张秀英,15329545208,桃苑,4,2,217,男,有
116032019071,地理科学学院,20生态学,刘林,18703797628,桃苑,4,2,217,男,有
116032019131,地理科学学院,20生态学,孙婷婷,13252215254,桃苑,4,2,217,男,有
116032019185,地理科学学院,20生态学,袁桂英,13199661635,桃苑,4,2,217,男,有
116082019046,地理科学学院,21地理科学(师范)1班,王建,15047401956,桃苑,4,2,218,男,有
116082019079,地理科学学院,21地理科学(师范)1班,李凤英,13011112223,桃苑,4,2,218,男,有
116082019073,地理科学学院,21地理科学(师范)1班,赖娜,15054789860,桃苑,4,2,218,男,没有
116082019194,地理科学学院,21地理科学(师范)1班,刘秀梅,15352121181,桃苑,4,2,218,男,没有
116012019197,地理科学学院,2022级地理科学(师范)2班,秦丹丹,15987976291,桃苑,4,2,219,男,没有
116012019005,地理科学学院,2022级地理科学(师范)2班,陶丽,13747351830,桃苑,4,2,219,男,没有
116012019004,地理科学学院,2022级地理科学(师范)2班,李秀荣,18195836904,桃苑,4,2,219,男,没有
116012019108,地理科学学院,2022级地理科学(师范)2班,蒋淑英,13402939789,桃苑,4,2,219,男,没有
116052019190,地理科学学院,21地理科学(师范)1班,叶慧,13903088215,桃苑,4,2,220,男,没有
116052019122,地理科学学院,21地理科学(师范)1班,杨萍,18706180740,桃苑,4,2,220,男,没有
116052019088,地理科学学院,21地理科学(师范)1班,郑雷,14597014745,桃苑,4,2,220,男,有
116052019196,地理科学学院,21地理科学(师范)1班,胡建军,18087457067,桃苑,4,2,220,男,有
116012019156,地理科学学院,20地理科学(师范)1班,纪英,13474942239,桃苑,4,2,221,男,有
116012019157,地理科学学院,20地理科学(师范)1班,李雷,18756219325,桃苑,4,2,221,男,没有
116012019173,地理科学学院,20地理科学(师范)1班,徐秀华,13053218555,桃苑,4,2,221,男,有
116012019146,地理科学学院,20地理科学(师范)1班,周雷,15770245206,桃苑,4,2,221,男,没有
116102019076,地理科学学院,20地理科学(师范)2班,张丹丹,15954001969,桃苑,4,2,222,男,没有
116102019049,地理科学学院,20地理科学(师范)2班,梁桂芝,18037402351,桃苑,4,2,222,男,没有
116102019147,地理科学学院,20地理科学(师范)2班,宋辉,14545865646,桃苑,4,2,222,男,有
116102019053,地理科学学院,20地理科学(师范)2班,张金凤,18961305080,桃苑,4,2,222,男,没有
116022019080,地理科学学院,21历史学+地理科学复合培养,马梅,15343000794,桃苑,4,2,223,男,没有
116022019132,地理科学学院,21历史学+地理科学复合培养,刘鹏,13312970156,桃苑,4,2,223,男,有
116022019185,地理科学学院,21历史学+地理科学复合培养,王伟,18809925800,桃苑,4,2,223,男,没有
116022019001,地理科学学院,21历史学+地理科学复合培养,孙丽,15274833465,桃苑,4,2,223,男,没有
116072019164,地理科学学院,21历史学+地理科学复合培养,赵桂荣,18054464903,桃苑,4,2,224,男,没有
116072019150,地理科学学院,21历史学+地理科学复合培养,蔺帆,13875509415,桃苑,4,2,224,男,没有
116072019017,地理科学学院,21历史学+地理科学复合培养,张兵,18801577560,桃苑,4,2,224,男,没有
116072019082,地理科学学院,21历史学+地理科学复合培养,栗辉,18638451214,桃苑,4,2,224,男,没有
116102021198,地理科学学院,20人文地理与城乡规划,劳健,15365332792,桃苑,4,3,301,女,没有
116102021172,地理科学学院,20人文地理与城乡规划,张淑英,18751054415,桃苑,4,3,301,女,有
116102021035,地理科学学院,20人文地理与城乡规划,李桂芳,15285919857,桃苑,4,3,301,女,没有
116102021143,地理科学学院,20人文地理与城乡规划,黄龙,14777979396,桃苑,4,3,301,女,没有
116082021001,地理科学学院,21自然地理与资源环境,齐艳,18967440305,桃苑,4,3,302,女,没有
116082021098,地理科学学院,21自然地理与资源环境,彭秀华,13154724422,桃苑,4,3,302,女,有
116082021174,地理科学学院,21自然地理与资源环境,柳秀云,18555772137,桃苑,4,3,302,女,没有
116082021181,地理科学学院,21自然地理与资源环境,宋志强,15090094059,桃苑,4,3,302,女,有
116102021164,地理科学学院,21生态学,赵玉英,18151806053,桃苑,4,3,303,女,有
116102021107,地理科学学院,21生态学,范军,13487586941,桃苑,4,3,303,女,没有
116102021085,地理科学学院,21生态学,孔欢,15031719936,桃苑,4,3,303,女,有
116102021174,地理科学学院,21生态学,李冬梅,14599008734,桃苑,4,3,303,女,有
116092021198,地理科学学院,2022级地理科学类2班,焦倩,14591830146,桃苑,4,3,304,女,有
116092021039,地理科学学院,2022级地理科学类2班,孙成,14504960976,桃苑,4,3,304,女,没有
116092021071,地理科学学院,2022级地理科学类2班,熊旭,13148672055,桃苑,4,3,304,女,有
116092021172,地理科学学院,2022级地理科学类2班,李红霞,18608827033,桃苑,4,3,304,女,有
116022021017,地理科学学院,2022级地理科学(师范)1班,常淑兰,15639989553,桃苑,4,3,305,女,有
116022021005,地理科学学院,2022级地理科学(师范)1班,谢桂兰,13250224116,桃苑,4,3,305,女,有
116022021108,地理科学学院,2022级地理科学(师范)1班,韦晶,15623716155,桃苑,4,3,305,女,没有
116022021198,地理科学学院,2022级地理科学(师范)1班,邱想,18063826453,桃苑,4,3,305,女,没有
116052021152,地理科学学院,2022级地理科学类2班,游桂香,15501658821,桃苑,4,3,306,女,没有
116052021014,地理科学学院,2022级地理科学类2班,刘莉,18700574939,桃苑,4,3,306,女,有
116052021023,地理科学学院,2022级地理科学类2班,褚亮,13975975842,桃苑,4,3,306,女,没有
116052021029,地理科学学院,2022级地理科学类2班,陈荣,14791598957,桃苑,4,3,306,女,没有
116052021113,地理科学学院,2022级地理科学(师范)1班,姜建,15088206059,桃苑,4,3,307,女,有
116052021142,地理科学学院,2022级地理科学(师范)1班,吴想,15201332907,桃苑,4,3,307,女,没有
116052021092,地理科学学院,2022级地理科学(师范)1班,刘淑华,18022483341,桃苑,4,3,307,女,没有
116052021110,地理科学学院,2022级地理科学(师范)1班,刘小红,15189468354,桃苑,4,3,307,女,没有
116092021024,地理科学学院,20人文地理与城乡规划,赵阳,13055446330,桃苑,4,3,308,女,有
116092021184,地理科学学院,20人文地理与城乡规划,骆丽,15142310694,桃苑,4,3,308,女,没有
116092021101,地理科学学院,20人文地理与城乡规划,张建国,13040468555,桃苑,4,3,308,女,没有
116092021048,地理科学学院,20人文地理与城乡规划,辜建军,15578526121,桃苑,4,3,308,女,没有
116092021026,地理科学学院,21人文地理与城乡规划,王鹏,13938824964,桃苑,4,3,309,女,有
116092021078,地理科学学院,21人文地理与城乡规划,杜敏,13189211021,桃苑,4,3,309,女,有
116092021028,地理科学学院,21人文地理与城乡规划,雷宇,18947599802,桃苑,4,3,309,女,没有
116092021134,地理科学学院,21人文地理与城乡规划,冉兵,18289672902,桃苑,4,3,309,女,没有
116072021042,地理科学学院,21地理信息科学,白亮,18796583559,桃苑,4,3,310,女,有
116072021113,地理科学学院,21地理信息科学,吴淑珍,13643319465,桃苑,4,3,310,女,有
116072021090,地理科学学院,21地理信息科学,耿慧,18557251282,桃苑,4,3,310,女,没有
116072021161,地理科学学院,21地理信息科学,赵雪梅,14738533109,桃苑,4,3,310,女,有
116062021185,地理科学学院,21历史学+地理科学复合培养,张玉珍,18739650046,桃苑,4,3,311,女,没有
116062021085,地理科学学院,21历史学+地理科学复合培养,唐博,18552924625,桃苑,4,3,311,女,有
116062021060,地理科学学院,21历史学+地理科学复合培养,孙瑜,18071779367,桃苑,4,3,311,女,没有
116062021191,地理科学学院,21历史学+地理科学复合培养,王玉英,15919548819,桃苑,4,3,311,女,有
116052021093,地理科学学院,21地理信息科学,姜淑珍,13845586846,桃苑,4,3,312,女,有
116052021098,地理科学学院,21地理信息科学,马凤兰,18961728824,桃苑,4,3,312,女,有
116052021041,地理科学学院,21地理信息科学,谢秀芳,18207505932,桃苑,4,3,312,女,有
116052021048,地理科学学院,21地理信息科学,张淑英,13841255003,桃苑,4,3,312,女,没有
116082021070,地理科学学院,21人文地理与城乡规划,林桂荣,18510203180,桃苑,4,3,313,女,有
116082021092,地理科学学院,21人文地理与城乡规划,马丽娟,14568625898,桃苑,4,3,313,女,有
116082021179,地理科学学院,21人文地理与城乡规划,钟彬,13118198884,桃苑,4,3,313,女,有
116082021037,地理科学学院,21人文地理与城乡规划,王倩,15909686656,桃苑,4,3,313,女,有
116062021072,地理科学学院,2022级生态学,吕淑珍,15790146621,桃苑,4,3,314,女,没有
116062021117,地理科学学院,2022级生态学,李玉珍,13032755813,桃苑,4,3,314,女,没有
116062021138,地理科学学院,2022级生态学,沈建华,13957904764,桃苑,4,3,314,女,没有
116062021109,地理科学学院,2022级生态学,翁红梅,18970525238,桃苑,4,3,314,女,没有
116002021062,地理科学学院,21地理信息科学,徐桂芝,14705142198,桃苑,4,3,315,女,有
116002021103,地理科学学院,21地理信息科学,夏勇,15753039017,桃苑,4,3,315,女,有
116002021155,地理科学学院,21地理信息科学,宗冬梅,14570264991,桃苑,4,3,315,女,没有
116002021188,地理科学学院,21地理信息科学,田杨,13802579561,桃苑,4,3,315,女,没有
116082021103,地理科学学院,2022级地理科学类2班,周红,13001451772,桃苑,4,3,316,女,有
116082021105,地理科学学院,2022级地理科学类2班,熊秀荣,14506643102,桃苑,4,3,316,女,有
116082021144,地理科学学院,2022级地理科学类2班,黄飞,14500245733,桃苑,4,3,316,女,没有
116082021126,地理科学学院,2022级地理科学类2班,樊磊,13511470901,桃苑,4,3,316,女,有
116072021013,地理科学学院,21自然地理与资源环境,程淑英,13435065287,桃苑,4,3,317,女,没有
116072021005,地理科学学院,21自然地理与资源环境,李伟,15295829871,桃苑,4,3,317,女,没有
116072021125,地理科学学院,21自然地理与资源环境,张玉英,15094014929,桃苑,4,3,317,女,没有
116072021045,地理科学学院,21自然地理与资源环境,韩超,13520484983,桃苑,4,3,317,女,有
116032021017,地理科学学院,21自然地理与资源环境,孙静,15158509457,桃苑,4,3,318,女,有
116032021189,地理科学学院,21自然地理与资源环境,孙帆,18860376918,桃苑,4,3,318,女,没有
116032021048,地理科学学院,21自然地理与资源环境,王志强,18005801074,桃苑,4,3,318,女,有
116032021044,地理科学学院,21自然地理与资源环境,劳秀芳,18152359827,桃苑,4,3,318,女,有
116042021087,地理科学学院,21地理科学(师范)1班,李帅,14580853402,桃苑,4,3,319,女,没有
116042021172,地理科学学院,21地理科学(师范)1班,胡桂珍,15100946407,桃苑,4,3,319,女,没有
116042021188,地理科学学院,21地理科学(师范)1班,陈利,15781187893,桃苑,4,3,319,女,有
116042021178,地理科学学院,21地理科学(师范)1班,马凤兰,18863290351,桃苑,4,3,319,女,没有
116002021118,地理科学学院,20生态学,侯娜,14530531655,桃苑,4,3,320,女,有
116002021027,地理科学学院,20生态学,冯艳,15091835585,桃苑,4,3,320,女,有
116002021137,地理科学学院,20生态学,徐桂芳,18024806757,桃苑,4,3,320,女,有
116002021192,地理科学学院,20生态学,杜浩,13329122051,桃苑,4,3,320,女,没有
116082021110,地理科学学院,21生态学,陆兵,15282864540,桃苑,4,3,321,女,没有
116082021124,地理科学学院,21生态学,张桂芳,14529693773,桃苑,4,3,321,女,有
116082021128,地理科学学院,21生态学,李娜,13030335201,桃苑,4,3,321,女,有
116082021015,地理科学学院,21生态学,刘玲,13228873400,桃苑,4,3,321,女,有
116092021187,地理科学学院,2022级地理科学(师范)2班,曹荣,14593037840,桃苑,4,3,322,女,有
116092021003,地理科学学院,2022级地理科学(师范)2班,彭雪,15622356657,桃苑,4,3,322,女,没有
116092021111,地理科学学院,2022级地理科学(师范)2班,彭慧,18797547968,桃苑,4,3,322,女,有
116092021027,地理科学学院,2022级地理科学(师范)2班,方楠,14599265519,桃苑,4,3,322,女,有
116072021144,地理科学学院,2022级地理科学(师范)2班,钟春梅,13479327341,桃苑,4,3,323,女,没有
116072021027,地理科学学院,2022级地理科学(师范)2班,严桂荣,14574107346,桃苑,4,3,323,女,没有
116072021118,地理科学学院,2022级地理科学(师范)2班,金建平,14793003011,桃苑,4,3,323,女,没有
116072021086,地理科学学院,2022级地理科学(师范)2班,谢鑫,18508510039,桃苑,4,3,323,女,没有
116022021056,地理科学学院,2022级地理科学(师范)2班,王春梅,13237544310,桃苑,4,3,324,女,没有
116022021008,地理科学学院,2022级地理科学(师范)2班,王杰,15936191832,桃苑,4,3,324,女,有
116022021076,地理科学学院,2022级地理科学(师范)2班,王志强,13054765619,桃苑,4,3,324,女,有
116022021045,地理科学学院,2022级地理科学(师范)2班,王丽娟,13277686746,桃苑,4,3,324,女,有
116002019152,地理科学学院,2022级地理科学类1班,方楠,14590233271,桃苑,4,4,401,女,没有
116002019172,地理科学学院,2022级地理科学类1班,汪建国,18956871243,桃苑,4,4,401,女,有
116002019189,地理科学学院,2022级地理科学类1班,孔玉华,15902011991,桃苑,4,4,401,女,有
116002019115,地理科学学院,2022级地理科学类1班,张玉华,15942054529,桃苑,4,4,401,女,有
116052019140,地理科学学院,20生态学,李浩,15193124551,桃苑,4,4,402,女,没有
116052019099,地理科学学院,20生态学,严淑珍,15785164438,桃苑,4,4,402,女,没有
116052019033,地理科学学院,20生态学,文玉兰,13146146604,桃苑,4,4,402,女,有
116052019154,地理科学学院,20生态学,索阳,18804436459,桃苑,4,4,402,女,有
116082019083,地理科学学院,21人文地理与城乡规划,兰兰英,18815693248,桃苑,4,4,403,女,没有
116082019156,地理科学学院,21人文地理与城乡规划,刘成,13421433162,桃苑,4,4,403,女,有
116082019175,地理科学学院,21人文地理与城乡规划,白静,13222860050,桃苑,4,4,403,女,有
116082019027,地理科学学院,21人文地理与城乡规划,徐涛,13286542070,桃苑,4,4,403,女,有
116092019036,地理科学学院,21自然地理与资源环境,章婷婷,15723766384,桃苑,4,4,404,女,没有
116092019144,地理科学学院,21自然地理与资源环境,邵鹏,13813423011,桃苑,4,4,404,女,有
116092019130,地理科学学院,21自然地理与资源环境,姜建国,15876625027,桃苑,4,4,404,女,没有
116092019049,地理科学学院,21自然地理与资源环境,朱鹏,15136059045,桃苑,4,4,404,女,有
116102019082,地理科学学院,2022级地理科学类2班,胡雪,15983309713,桃苑,4,4,405,女,有
116102019145,地理科学学院,2022级地理科学类2班,乔燕,13773218503,桃苑,4,4,405,女,有
116102019128,地理科学学院,2022级地理科学类2班,柯旭,15804122861,桃苑,4,4,405,女,有
116102019000,地理科学学院,2022级地理科学类2班,谷冬梅,15985654513,桃苑,4,4,405,女,没有
116042019122,地理科学学院,20自然地理与资源环境,涂楠,18655490168,桃苑,4,4,406,女,有
116042019061,地理科学学院,20自然地理与资源环境,吴想,15387917302,桃苑,4,4,406,女,没有
116042019180,地理科学学院,20自然地理与资源环境,黄红,15696508570,桃苑,4,4,406,女,有
116042019119,地理科学学院,20自然地理与资源环境,阎桂芳,15380616234,桃苑,4,4,406,女,有
116052019056,地理科学学院,21人文地理与城乡规划,徐丹,18095754744,桃苑,4,4,407,女,没有
116052019005,地理科学学院,21人文地理与城乡规划,戴丹丹,15336982521,桃苑,4,4,407,女,没有
116052019098,地理科学学院,21人文地理与城乡规划,李帆,15602716942,桃苑,4,4,407,女,没有
116052019133,地理科学学院,21人文地理与城乡规划,何杰,13009698587,桃苑,4,4,407,女,有
116032019087,地理科学学院,2022级地理科学(师范)1班,张萍,14799243075,桃苑,4,4,408,女,没有
116032019164,地理科学学院,2022级地理科学(师范)1班,姜玉珍,13607147999,桃苑,4,4,408,女,有
116032019064,地理科学学院,2022级地理科学(师范)1班,孙秀英,13576349692,桃苑,4,4,408,女,有
116032019127,地理科学学院,2022级地理科学(师范)1班,权玉华,15201493981,桃苑,4,4,408,女,没有
116052019192,地理科学学院,20生态学,杨颖,15136144954,桃苑,4,4,409,女,没有
116052019039,地理科学学院,20生态学,孔凤英,15802861039,桃苑,4,4,409,女,有
116052019010,地理科学学院,20生态学,吴桂英,13226501081,桃苑,4,4,409,女,有
116052019002,地理科学学院,20生态学,董萍,18111429088,桃苑,4,4,409,女,没有
116062019013,地理科学学院,2022级历史学+地理科学复合培养,任瑜,13598367565,桃苑,4,4,410,女,有
116062019017,地理科学学院,2022级历史学+地理科学复合培养,刘鑫,18696256864,桃苑,4,4,410,女,没有
116062019004,地理科学学院,2022级历史学+地理科学复合培养,傅兰英,18076713752,桃苑,4,4,410,女,有
116062019113,地理科学学院,2022级历史学+地理科学复合培养,李桂兰,13361997586,桃苑,4,4,410,女,有
116102019165,地理科学学院,21历史学+地理科学复合培养,罗桂芳,18884740503,桃苑,4,4,411,女,没有
116102019164,地理科学学院,21历史学+地理科学复合培养,宋平,13358730548,桃苑,4,4,411,女,有
116102019039,地理科学学院,21历史学+地理科学复合培养,栗璐,14787817090,桃苑,4,4,411,女,有
116102019116,地理科学学院,21历史学+地理科学复合培养,熊桂兰,18138151312,桃苑,4,4,411,女,有
116062019144,地理科学学院,21自然地理与资源环境,武琳,13709390811,桃苑,4,4,412,女,有
116062019068,地理科学学院,21自然地理与资源环境,范刚,15762893296,桃苑,4,4,412,女,有
116062019006,地理科学学院,21自然地理与资源环境,丛磊,13399803442,桃苑,4,4,412,女,有
116062019151,地理科学学院,21自然地理与资源环境,郭兰英,18244863764,桃苑,4,4,412,女,没有
116102019084,地理科学学院,2022级地理科学(师范)2班,封云,18147271115,桃苑,4,4,413,女,没有
116102019096,地理科学学院,2022级地理科学(师范)2班,王刚,15863647506,桃苑,4,4,413,女,有
116102019001,地理科学学院,2022级地理科学(师范)2班,杜凯,13202383316,桃苑,4,4,413,女,有
116102019100,地理科学学院,2022级地理科学(师范)2班,何丽丽,13565199981,桃苑,4,4,413,女,没有
116012019132,地理科学学院,21地理科学(师范)1班,黄秀兰,15184050945,桃苑,4,4,414,女,没有
116012019073,地理科学学院,21地理科学(师范)1班,印倩,18761701108,桃苑,4,4,414,女,没有
116012019115,地理科学学院,21地理科学(师范)1班,陈鹏,15276551405,桃苑,4,4,414,女,有
116012019192,地理科学学院,21地理科学(师范)1班,章柳,13582315135,桃苑,4,4,414,女,有
116052019100,地理科学学院,21地理信息科学,陆凯,15034963396,桃苑,4,4,415,女,没有
116052019189,地理科学学院,21地理信息科学,孟桂花,18903285633,桃苑,4,4,415,女,有
116052019085,地理科学学院,21地理信息科学,何玉兰,13894727472,桃苑,4,4,415,女,没有
116052019111,地理科学学院,21地理信息科学,李建平,15168155110,桃苑,4,4,415,女,没有
116092019006,地理科学学院,20地理信息科学,李丹丹,14557383044,桃苑,4,4,416,女,没有
116092019125,地理科学学院,20地理信息科学,黎波,18144256027,桃苑,4,4,416,女,有
116092019116,地理科学学院,20地理信息科学,叶丽,13189932210,桃苑,4,4,416,女,有
116092019189,地理科学学院,20地理信息科学,吴彬,13186843867,桃苑,4,4,416,女,没有
116052019063,地理科学学院,20生态学,欧淑兰,13652677103,桃苑,4,4,417,女,有
116052019066,地理科学学院,20生态学,刘秀兰,15285161402,桃苑,4,4,417,女,有
116052019169,地理科学学院,20生态学,冉桂芝,18178160192,桃苑,4,4,417,女,没有
116052019019,地理科学学院,20生态学,萧阳,14567138751,桃苑,4,4,417,女,没有
116062019023,地理科学学院,21人文地理与城乡规划,周丹,18115994806,桃苑,4,4,418,女,没有
116062019028,地理科学学院,21人文地理与城乡规划,万凤英,18263829759,桃苑,4,4,418,女,有
116062019186,地理科学学院,21人文地理与城乡规划,张鹏,18219866232,桃苑,4,4,418,女,没有
116062019073,地理科学学院,21人文地理与城乡规划,罗莉,13588524047,桃苑,4,4,418,女,没有
116022019086,地理科学学院,20自然地理与资源环境,桂荣,14587460986,桃苑,4,4,419,女,没有
116022019062,地理科学学院,20自然地理与资源环境,姚辉,18692697367,桃苑,4,4,419,女,没有
116022019059,地理科学学院,20自然地理与资源环境,黄桂花,14597361165,桃苑,4,4,419,女,没有
116022019016,地理科学学院,20自然地理与资源环境,刘俊,18181100850,桃苑,4,4,419,女,没有
116062019018,地理科学学院,2022级地理科学(师范)1班,赵云,18053729835,桃苑,4,4,420,女,有
116062019200,地理科学学院,2022级地理科学(师范)1班,鞠柳,13235739248,桃苑,4,4,420,女,有
116062019132,地理科学学院,2022级地理科学(师范)1班,王萍,15178732834,桃苑,4,4,420,女,有
116062019146,地理科学学院,2022级地理科学(师范)1班,张洋,15287209696,桃苑,4,4,420,女,有
116092019085,地理科学学院,2022级地理科学(师范)2班,刘燕,13369636045,桃苑,4,4,421,女,没有
116092019112,地理科学学院,2022级地理科学(师范)2班,岑英,15054228624,桃苑,4,4,421,女,没有
116092019169,地理科学学院,2022级地理科学(师范)2班,廖秀荣,18759979696,桃苑,4,4,421,女,没有
116092019110,地理科学学院,2022级地理科学(师范)2班,方玉,14767495761,桃苑,4,4,421,女,没有
116062019102,地理科学学院,20地理科学(师范)2班,王冬梅,13081008353,桃苑,4,4,422,女,有
116062019131,地理科学学院,20地理科学(师范)2班,杨丽娟,14537511997,桃苑,4,4,422,女,没有
116062019053,地理科学学院,20地理科学(师范)2班,赖桂荣,18173455635,桃苑,4,4,422,女,没有
116062019003,地理科学学院,20地理科学(师范)2班,周桂芳,15817419495,桃苑,4,4,422,女,没有
116082019145,地理科学学院,20地理信息科学,赵琳,13005065456,桃苑,4,4,423,女,有
